"College Code","Name of the College/Institution","University","State","District Name","Pincode","Institute Email","Institute Type","Accreditation Type","Accreditation Valid Upto","Status"
"21967            		  View Course","ORIENTAL COLLEGE (PATNA CITY)","Patliputra University, Patna","Bihar","Patna","800008","orientalcollege11@yahoo.com","Private","","Not Available","Active"
"21968            		  View Course","COLLEGE OF AGRICULTURAL ENGINEERING AND TECHNOLOGY  ANAND AGRICULTURAL UNIVERSITY (GODHRA)","Anand Agricultural University","Gujarat","Panchmahal","389001","registrar@aau.in","Government","","Not Available","Active"
"21969            		  View Course","DR B R AMBEDKAR NATIONAL LAW UNIVERSITY (SONEPAT)","Autonomous","Haryana","Sonipat","131021","registrar@dbranlu.ac.in","Government","","Not Available","Active"
"21973            		  View Course","INSTITUTE OF MANAGEMENT TECHNOLOGY","All India Council for Technical Education","Maharashtra","Nagpur","441502","CONTACT@IMTNAG.AC.IN","Private","NIRF","Not Available","Active"
"21974            		  View Course","SHAHEED BHAGAT SINGH STATE UNIVERSITY","Shaheed Bhagat Singh State University","Punjab","Firozpur","152004","deanacademics@sbsstc.ac.in","Government","","Not Available","Active"
"21975            		  View Course","RANI JHANSI LAXMI BAI GOVT POLYTECHNIC LOHARU (BHIWANI)","Haryana State Board Of Technical Education","Haryana","Bhiwani","127201","gploharu@hry.nic.in","Government","","Not Available","Active"
"21976            		  View Course","INDIAN INSTITUTE OF SCIENCE EDUCATION AND RESEARCH (BERHAMPUR)","Autonomous","Odisha","Ganjam","760010","scholarship@iiserbpr.ac.in","Government","","Not Available","Active"
"21977            		  View Course","PG DAV COLLEGE (EVENING)","University of Delhi","Delhi","South Delhi","110065","principalpgdaveve@gmail.com","Government","","Not Available","Active"
"21978            		  View Course","NETAJI SUBHAS INSTITUTE OF POLYTECHNIC, BIHTA","STATE BOARD OF TECHNICAL EDUCATION, BIHAR, PATNA","Bihar","Patna","801118","INFO@NSIPBIHTA.IN","Private","","Not Available","Active"
"21979            		  View Course","NETAJI SUBHAS INSTITUTE OF TECHNOLOGY. BIHTA","Aryabhatta Knowledge University, Patna and State Board of Technical Education, Bihar, Patna/ Bihar Engineering University, Patna","Bihar","Patna","801118","INFO@NSIT.IN","Private","","Not Available","Active"
"21980            		  View Course","HIMALAYA COLLEGE OF NURSING","Aryabhatta Knowledge University, Patna/ Bihar University of Health Sciences, Patna/ Bihar Nurses Registration Council Patna","Bihar","Patna","801110","HIMALAYANURSING@GMAIL.COM","Private","","Not Available","Active"
"21981            		  View Course","CHANDIGARH UNIVERSITY","CHANDIGARH UNIVERSITY","Punjab","Sahibzada Ajit Singh Nagar","140413","registrar@cumail.in","Private","NIRF","Not Available","Active"
"21982            		  View Course","CATALYST COLLEGE","PATLIPUTRA UNIVERSITY, PATNA","Bihar","Patna","800013","MEGHA@CIMAGE.IN","Private","","Not Available","Active"
"21984            		  View Course","GOVERNMENT POLYTECHNIC BUXAR","SBTE","Bihar","Buxar","802123","GPBUXAR2017@GMAIL.COM","Government","","Not Available","Active"
"21986            		  View Course","GOVERMENT POLYTECHNIC MADHEPURA","SBTE","Bihar","Madhepura","852213","GPMADHEPURA@GMAIL.COM","Government","","Not Available","Active"
"21987            		  View Course","G K P D COLLEGE KARPURI GRAM","LALIT NARAYAN MITHILA UNIVERSITY","Bihar","Samastipur","848129","GKPDCOLLEGE413@GMAIL.COM","Private","","Not Available","Active"
"21989            		  View Course","R P M  DEGREE COLLEGE TUNIYAHI  (MADHEPURA)","BHUPENDRA NARAYAN MANDAL UNIVERSITY","Bihar","Madhepura","852113","CONTACT@RPMCOLLEGES.IN","Private","","Not Available","Active"
"21990            		  View Course","ST.  MARY NURSING INSTITUTE","Bihar Nurses Registration Council Patna, Bihar University of Health Sciences, Patna","Bihar","Aurangabad","824102","STMARYNURSINGINUTITUTE@GMAIL.COM","Private","","Not Available","Active"
"21991            		  View Course","SATYAWATI COLLEGE (EVENING)","DELHI UNIVERSITY","Delhi","New Delhi","110052","PRINCIPAL@SATYAWATIEVEDU.AC.IN","Government","","Not Available","Active"
"21993            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) JAIPUR","Rajasthan Technical University","Rajasthan","Jaipur","302022","cipetiptjaipur@cipet.gov.in","Government","","Not Available","Active"
"21994            		  View Course","S.N.S.Y DEGREE COLLEGE","Purnia University","Bihar","Purnia","854301","","Private","","Not Available","Active"
"21995            		  View Course","NATIONAL DEGREE COLLEGE","Purnia University","Bihar","Purnia","854301","","Private","","Not Available","Active"
"21996            		  View Course","R.K.K. COLLEGE PURNIA","Purnia University","Bihar","Purnia","854301","","Private","","Not Available","Active"
"21997            		  View Course","BIR NARAYAN CHAND COLLEGE","Purnia University","Bihar","Purnia","854205","","Private","","Not Available","Active"
"21998            		  View Course","ANANDI JANKI MAHILA COLLEGE","Purnia University","Bihar","Purnia","854202","","Private","","Not Available","Active"
"21999            		  View Course","PARMANAND SAVITRI SNATAK COLLEGE HARDA, PURNIA","Purnia University","Bihar","Purnia","854301","","Private","","Not Available","Active"
"22000            		  View Course","SITARAM CHAMARIYA DEGREE COLLEGE KATIHAR","Purnia University","Bihar","Katihar","854109","","Private","","Not Available","Active"
"22001            		  View Course","RAMESHWAR YADAV MANIHARI COLLEGE KATIHAR","Purnia University","Bihar","Katihar","854105","","Private","","Not Available","Active"
"22002            		  View Course","BHAGWATI MANDIR COLLEGE BARARI, KATIHAR","Purnia University","Bihar","Katihar","854104","","Private","","Not Available","Active"
"22003            		  View Course","BALRAMPUR COLLEGE BALRAMPUR","Purnia University","Bihar","Katihar","854317","","Private","","Not Available","Active"
"22004            		  View Course","B.D.COLLEGE","Purnia University","Bihar","Katihar","854317","","Private","","Not Available","Active"
"22005            		  View Course","RATAN KALI SAHA MAHILA COLLEGE KISHANGANJ","Purnia University","Bihar","Kishanganj","855108","","Private","","Not Available","Active"
"22006            		  View Course","ALSAMS MILLIA DEGREE COLLEGE ARARIA","Purnia University","Bihar","Araria","854311","","Private","","Not Available","Active"
"22007            		  View Course","R.P.M. DEGREE COLLEGE","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Madhepura","852113","","Private","","Not Available","Active"
"22008            		  View Course","LAKSHMINATH COLLEGE","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Saharsa","852212","","Private","","Not Available","Active"
"22009            		  View Course","PEOPLES COLLEGE ARARIA","Purnia University","Bihar","Araria","854311","","Private","","Not Available","Active"
"22010            		  View Course","KALAWATI SNATAK COLLEGE RANIGANJ","Purnia University","Bihar","Araria","854334","","Private","","Not Available","Active"
"22011            		  View Course","UDAYANACHARYA VIDYAKAR KAVI COLLEGE","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Madhepura","852219","info@uvkcollege.com","Private","","Not Available","Active"
"22012            		  View Course","ANUGRAH NARAYAN SMARAK  COLLEGE","Magadh University, Bodh Gaya","Bihar","Jehanabad","804417","Jantaintercollegeamba@gmail.com","Private","","Not Available","Active"
"22013            		  View Course","JANTA COLLEGE","Magadh University, Bodh Gaya","Bihar","Aurangabad","824111","","Private","","Not Available","Active"
"22014            		  View Course","RAM LAKHAN SINGH YADAV COLLEGE, JEHANABAD","Magadh University, Bodh Gaya","Bihar","Jehanabad","804422","","Private","","Not Available","Active"
"22015            		  View Course","DEEP NARAYAN SINGH COLLEGE","T.M.B.U.","Bihar","Banka","813107","","Private","","Not Available","Active"
"22016            		  View Course","MUSLIM MINORITY COLLEGE","T.M.B.U.","Bihar","Bhagalpur","812002","","Private","","Not Available","Active"
"22017            		  View Course","S.S.P.S. COLLEGE","T.M.B.U.","Bihar","Banka","813211","","Private","","Not Available","Active"
"22018            		  View Course","A.K. GOPALAN DEGREE COLLEGE","T.M.B.U.","Bihar","Bhagalpur","813213","","Private","","Not Available","Active"
"22019            		  View Course","S.D.M.Y. DEGREE COLLEGE","T.M.B.U.","Bihar","Banka","813113","","Private","","Not Available","Active"
"22020            		  View Course","SARVAJANIK MAHAVIDYALAYA","T.M.B.U.","Bihar","Banka","813102","","Private","","Not Available","Active"
"22021            		  View Course","P.N.A. SCIENCE COLLEGE","T.M.B.U.","Bihar","Bhagalpur","812002","","Private","","Not Available","Active"
"22022            		  View Course","MAHADEOSINGH COLLEGE, BHAGALPUR","T.M.B.U.","Bihar","Bhagalpur","812001","","Private","","Not Available","Active"
"22023            		  View Course","L.N.B.J. MAHILA COLLEGE, BHRAMARPUR, BHAGALPUR","T.M.B.U.","Bihar","Bhagalpur","853203","","Private","","Not Available","Active"
"22024            		  View Course","TARAR COLLEGE,TARAR","T.M.B.U.","Bihar","Bhagalpur","813205","","Private","","Not Available","Active"
"22025            		  View Course","SHARDA JHUNJHUNWALA MAHILA MAHAVIDYALAYA","T.M.B.U.","Bihar","Bhagalpur","812002","","Private","","Not Available","Active"
"22026            		  View Course","CHANDESHWARI MADHUSUDAN COLLEGE","T.M.B.U.","Bihar","Banka","813104","","Private","","Not Available","Active"
"22027            		  View Course","BANARSI LAL SARRAF COMMERCE COLLEGE, NAUGACHIA, BHAGALPUR","T.M.B.U.","Bihar","Bhagalpur","853204","","Private","","Not Available","Active"
"22028            		  View Course","PURVOTTAR RAILWAY COLLEGE","Jai Prakash University","Bihar","Saran","841101","","Private","","Not Available","Active"
"22029            		  View Course","ANOOP LAL YADAV MAHAVIDYALAYA","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Supaul","852139","info@alycollege.com","Private","","Not Available","Active"
"22030            		  View Course","LAHTAN CHOUDHARY COLLEGE PASTWAR","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Saharsa","852216","","Private","","Not Available","Active"
"22031            		  View Course","KAMLESHWARI BINDHESHWARI WOMEN COLLEGE","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Madhepura","852113","","Private","","Not Available","Active"
"22032            		  View Course","MADHEPURA COLLEGE MADHEPURA","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Madhepura","852113","","Private","","Not Available","Active"
"22033            		  View Course","C.M.SCIENCE COLLEGE, MADHEPURA","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Madhepura","852113","","Private","","Not Available","Active"
"22034            		  View Course","S.A.K.N.DEGREE COLLEGE, MADHEPURA","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Madhepura","852113","","Private","","Not Available","Active"
"22035            		  View Course","BANWARI SHANKAR COLLEGE","B.N.M.UNIVERSITY,MADHEPURA","Bihar","Supaul","852201","","Private","","Not Available","Active"
"22036            		  View Course","WARSI COLLEGE PANDEY GANGOUT NAWADA","Magadh University, Bodh Gaya","Bihar","Nawada","805106","warsicollegepandeygangout@gmail.com","Private","","Not Available","Active"
"22037            		  View Course","R.P. COLLEGE","Magadh University, Bodh Gaya","Bihar","Nawada","805111","rpmh15@gmail.com","Private","","Not Available","Active"
"22038            		  View Course","KRISHAK COLLEGE DHEODHA","Magadh University, Bodh Gaya","Bihar","Nawada","805124","","Private","","Not Available","Active"
"22039            		  View Course","MAHILA MAHAVIDHYALYA","Magadh University, Bodh Gaya","Bihar","Nawada","805130","","Private","","Not Available","Active"
"22040            		  View Course","SAPTRISHI DEGREE COLLEGE","Magadh University, Bodh Gaya","Bihar","Nawada","805125","","Private","","Not Available","Active"
"22041            		  View Course","S.K.M. COLLEGE, NAWADA","Magadh University, Bodh Gaya","Bihar","Nawada","805111","","Private","","Not Available","Active"
"22042            		  View Course","FATEHPUR SANDA COLLEGE","Magadh University, Bodh Gaya","Bihar","Arwal","804402","","Private","","Not Available","Active"
"22043            		  View Course","JIRA DEVI SHITAL SAH MAHILA COLLEGE","Purnia University","Bihar","Araria","854318","","Private","","Not Available","Active"
"22044            		  View Course","M.L.D.P.K.YADAV COLLEGE ARARIA","Purnia University","Bihar","Araria","854312","","Private","","Not Available","Active"
"22047            		  View Course","SAHDEO PRASAD YADAV COLLEGE","Magadh University, Bodh Gaya","Bihar","Arwal","804421","","Private","","Not Available","Active"
"22048            		  View Course","MUNDRIKA SINGH COLLEGE","Magadh University, Bodh Gaya","Bihar","Arwal","804426","","Private","","Not Available","Active"
"22049            		  View Course","MAHARANA PRATAP COLLEGE","Magadh University, Bodh Gaya","Bihar","Aurangabad","824101","","Private","","Not Available","Active"
"22050            		  View Course","MAGADH MAHAVIDYALAYA","Magadh University, Bodh Gaya","Bihar","Jehanabad","804425","","Private","","Not Available","Active"
"22051            		  View Course","KAMTA PRASAD SHARMA SNATAK COLLEGE, HULASGANJ, JEHANABAD","Magadh University, Bodh Gaya","Bihar","Jehanabad","804407","","Private","","Not Available","Active"
"22052            		  View Course","K K MANDAL SCIENCE COLLEGE DAUDNAGAR, AURANGABAD","Magadh University, Bodh Gaya","Bihar","Aurangabad","824113","","Private","","Not Available","Active"
"22053            		  View Course","RAM SHARAN YADAV COLLEGE DEOKUND","Magadh University, Bodh Gaya","Bihar","Aurangabad","804428","","Private","","Not Available","Active"
"22054            		  View Course","B.B.M COLLEGE","Magadh University, Bodh Gaya","Bihar","Jehanabad","804432","bbmcollegeokari@gmail.com","Private","","Not Available","Active"
"22055            		  View Course","SHREE KRISHNA MAHILA COLLEGE","Magadh University, Bodh Gaya","Bihar","Jehanabad","804408","","Private","","Not Available","Active"
"22056            		  View Course","DR. VIJAY KUMAR SINGH COLLEGE, RAFIGANJ, AURANGABAD","Magadh University, Bodh Gaya","Bihar","Aurangabad","824125","","Private","","Not Available","Active"
"22057            		  View Course","ANUGRAH NARAYAN SINHA MEMORIAL COLLEGE","Magadh University, Bodh Gaya","Bihar","Aurangabad","824101","","Private","","Not Available","Active"
"22058            		  View Course","PATNA MUSLIM SCIENCE COLLEGE","Patliputra University, Patna","Bihar","Patna","800004","","Private","","Not Available","Active"
"22059            		  View Course","NALANDA SODH SANSTHAN, BIHAR SHARIF","Patliputra University, Patna","Bihar","Nalanda","803101","","Private","","Not Available","Active"
"22060            		  View Course","K. S. T. COLLEGE","Patliputra University, Patna","Bihar","Patna","803101","","Private","","Not Available","Active"
"22061            		  View Course","R. P. S. COLLEGE","Patliputra University, Patna","Bihar","Patna","801503","","Private","","Not Available","Active"
"22062            		  View Course","PAIRU MAHTO SOMARI COLLEGE","Patliputra University, Patna","Bihar","Nalanda","803101","","Private","","Not Available","Active"
"22063            		  View Course","SARDAR PATEL COLLEGE","Patliputra University, Patna","Bihar","Nalanda","801302","principal@spcollegehilsa.com","Private","","Not Available","Active"
"22064            		  View Course","BRAJLAL PRASAD COLLEGE","Patliputra University, Patna","Bihar","Patna","804452","plscollegemasaurhi@gmail.com","Private","","Not Available","Active"
"22065            		  View Course","MAGADH MAHAVIDYALAYA","Patliputra University, Patna","Bihar","Nalanda","803108","magadhcollegechandi@gmail.com","Private","","Not Available","Active"
"22066            		  View Course","PANNU LAL SINGH COLLEGE","Patliputra University, Patna","Bihar","Patna","804452","plscollegemasaurhi@gmail.com","Private","","Not Available","Active"
"22067            		  View Course","SANT KABIR MAHANT VIDHYANAND COLLEGE","Patliputra University, Patna","Bihar","Patna","803201","","Private","","Not Available","Active"
"22068            		  View Course","SNATAK COLLEGE","Patliputra University, Patna","Bihar","Nalanda","801303","snatakmahavidyalayaislampur@gmail.com","Private","","Not Available","Active"
"22069            		  View Course","G.D.M.COLLEGE","Patliputra University, Patna","Bihar","Nalanda","803110","gdmcollegeharnaut@gmail.com","Private","","Not Available","Active"
"22070            		  View Course","SHUKDEV MAHTO JANTA COLLEGE","L.N.M.U.","Bihar","Madhubani","847232","info@rbscollegeteyai.com","Private","","Not Available","Active"
"22071            		  View Course","VARDHMAN MAHAVIR COLLEGE","Patliputra University, Patna","Bihar","Nalanda","803115","","Private","","Not Available","Active"
"22072            		  View Course","DR. RAMRAJ SINGH MAHILA MAHAVIDYALAYA","Patliputra University, Patna","Bihar","Nalanda","803108","drrrsmcchandi@gmail.com","Private","","Not Available","Active"
"22073            		  View Course","RAGUBANSH PRASHAD SINGH COLLEGE","Patliputra University, Patna","Bihar","Nalanda","803110","rpscollegeharnaut1978@gmail.com","Private","","Not Available","Active"
"22074            		  View Course","R. LAL COLLEGE","Patliputra University, Patna","Bihar","Nalanda","811101","kumarinilamrlcip@gmail.com","Private","","Not Available","Active"
"22075            		  View Course","MAHABODHI MAHAVIDYALAYA","Patliputra University, Patna","Bihar","Nalanda","803111","mahabodhicollege@rediffmail.com","Private","","Not Available","Active"
"22076            		  View Course","PARASNATH KUSHWAHA COLLEGE","Patliputra University, Patna","Bihar","Patna","801110","","Private","","Not Available","Active"
"22077            		  View Course","SRI BHUWANESHWARI RAJA MAHAVIDYALAYA","Patliputra University, Patna","Bihar","Patna","803213","","Private","","Not Available","Active"
"22078            		  View Course","R. P. S. MAHILA COLLEGE","Patliputra University, Patna","Bihar","Patna","801503","","Private","","Not Available","Active"
"22079            		  View Course","KAMESHWAR PRASAD SINGH COLLEGE","Patliputra University, Patna","Bihar","Patna","804453","","Private","","Not Available","Active"
"22080            		  View Course","CHANDRADEV PRASAD VERMA COLLEGE","Patliputra University, Patna","Bihar","Patna","801103","","Private","","Not Available","Active"
"22081            		  View Course","LAL SINGH TYAGI GRAMIN MAHAVIDYALAYA","Patliputra University, Patna","Bihar","Nalanda","801301","principallsty@gmail.com","Private","","Not Available","Active"
"22082            		  View Course","JYOTI KUNWAR COLLEGE","Patliputra University, Patna","Bihar","Patna","803206","jyotikunwarbalikaintercollege@gmail.com","Private","","Not Available","Active"
"22083            		  View Course","B.B.M.B.G. KANYA MAHAVIDYALAYA","Patliputra University, Patna","Bihar","Patna","801103","","Private","","Not Available","Active"
"22084            		  View Course","PRASAD NURSING INSTITUTE, MUZAFFARPUR","Bihar Nurses Registration Council Patna","Bihar","Muzaffarpur","842003","prasadnursinginstitute@gmail.com","Private","","Not Available","Active"
"22085            		  View Course","DASHRATH PRASAD SINGH INSTITUTE OF HEALTH EDUCATION","Bihar Nurses Registration Council Patna/Bihar University of Health Sciences, Patna, Aryabhatta Knowledge University, Patna","Bihar","Muzaffarpur","842002","dpsihe@gmail.com","Private","","Not Available","Active"
"22087            		  View Course","INTERNATIONAL BUSINESS COLLEGE, PATNA","Patliputra University, Patna","Bihar","Patna","800009","headofficeib@gmail.com","Private","","Not Available","Active"
"22088            		  View Course","SIR GANESH DUTTA MEMORIAL COLLEGE","Patliputra University, Patna","Bihar","Patna","801503","sgdmcpatna@gmail.com","Private","","Not Available","Active"
"22089            		  View Course","DEO SHARAN WOMEN'S EVENING COLLEGE","Patliputra University, Patna","Bihar","Nalanda","803101","dswecollege@gmail.com","Private","","Not Available","Active"
"22090            		  View Course","DWARIKA NATH COLLEGE","Patliputra University, Patna","Bihar","Patna","804452","","Private","","Not Available","Active"
"22091            		  View Course","S.S COLLEGE, MEHUS","MUNGER UNIVERSITY","Bihar","Sheikhpura","811102","","Private","","2024-12-17","Active"
"22092            		  View Course","CNB COLLEGE, HATHIYAWAN","MUNGER UNIVERSITY","Bihar","Sheikhpura","811105","","Private","","Not Available","Active"
"22093            		  View Course","MAHILA COLLEGE","MUNGER UNIVERSITY","Bihar","Lakhisarai","803301","","Private","","Not Available","Active"
"22094            		  View Course","M.S.COLLEGE","MUNGER UNIVERSITY","Bihar","Khagaria","848203","","Private","","Not Available","Active"
"22095            		  View Course","PHALGUNI PRASAD YADAV  COLLEGE","MUNGER UNIVERSITY","Bihar","Jamui","811303","pdyadavcollage@gmail.com","Private","","Not Available","Active"
"22096            		  View Course","S.B.N COLLEGE","MUNGER UNIVERSITY","Bihar","Munger","811211","","Private","","Not Available","Active"
"22097            		  View Course","S.K.COLLEGE","MUNGER UNIVERSITY","Bihar","Jamui","811315","","Private","","Not Available","Active"
"22098            		  View Course","INTERNATIONAL  COLLEGE","MUNGER UNIVERSITY","Bihar","Lakhisarai","811112","","Private","","Not Available","Active"
"22099            		  View Course","R.LAL COLLEGE","MUNGER UNIVERSITY","Bihar","Lakhisarai","811311","","Private","","Not Available","Active"
"22100            		  View Course","S.P.S WOMEN'S COLLEGE JAMUI","MUNGER UNIVERSITY","Bihar","Jamui","811307","","Private","","Not Available","Active"
"22101            		  View Course","AWADH BIHARI SINGH MAHAVIDYALAYA","B.R.A.B.U","Bihar","Muzaffarpur","841215","","Private","","Not Available","Active"
"22102            		  View Course","JAWAHAR LAL NEHRU MEMORIAL COLLEGE","B.R.A.B.U","Bihar","Sitamarhi","843331","Jlnmcollegesursand@gmail.com","Private","","Not Available","Active"
"22103            		  View Course","BABA BHOOT NATH MAHAVIDYALAYA","B.R.A.B.U","Bihar","West Champaran","845105","info@bbncollege.org","Private","","Not Available","Active"
"22104            		  View Course","PANDIT UGAM PANDEY COLLEGE, MOTIHARI","B.R.A.B.U","Bihar","East Champaran","845401","","Private","","Not Available","Active"
"22105            		  View Course","MAHESHWARNATH MAHAMAYA MAHILA COLLEGE","B.R.A.B.U","Bihar","West Champaran","845438","","Private","","Not Available","Active"
"22106            		  View Course","DR, JAGNATH MISHRA COLLEGE","B.R.A.B.U","Bihar","Muzaffarpur","842001","","Private","","Not Available","Active"
"22107            		  View Course","PANDIT UMASHANKAR TIWARI MAHILA COLLEGE","B.R.A.B.U","Bihar","West Champaran","845101","snscollagemfp@rediffmail.com","Private","","Not Available","Active"
"22108            		  View Course","SHYAM NANDAN SAHAY COLLEGE,MUZAFFARPUR","B.R.A.B.U","Bihar","Muzaffarpur","842001","","Private","","Not Available","Active"
"22109            		  View Course","LALGANJ COLLEGE","B.R.A.B.U","Bihar","Vaishali","844121","","Private","","Not Available","Active"
"22110            		  View Course","SRI RAM JANKI SWAMI SAHJANAND SARASWATI SNATAK COLLEGE","B.R.A.B.U","Bihar","Muzaffarpur","843113","","Private","","Not Available","Active"
"22111            		  View Course","AKSHAYAWAT COLLEGE","B.R.A.B.U","Bihar","Vaishali","844122","","Private","","Not Available","Active"
"22112            		  View Course","SATYENDRA NARAYAN SINGH COLLEGE","B.R.A.B.U","Bihar","Vaishali","844102","","Private","","Not Available","Active"
"22113            		  View Course","RAM SHRESTHA SINGH COLLEGE","B.R.A.B.U","Bihar","Muzaffarpur","844111","","Private","","Not Available","Active"
"22114            		  View Course","NIRSU NARAYAN SINGH COLLEGE","B.R.A.B.U","Bihar","Vaishali","844126","","Private","","Not Available","Active"
"22115            		  View Course","GIRIDHARAN MISHRA HARISHANKAR PATHAK COLLEGE","B.R.A.B.U","Bihar","West Champaran","845101","kumar_sirt@hot mail.com","Private","","Not Available","Active"
"22117            		  View Course","RAMABALLABH JALAN BELA COLLEGE","L.N.M.U.","Bihar","Darbhanga","846007","","Private","","Not Available","Active"
"22118            		  View Course","GOKHUL KARPOORI PHULESHWARI DEGREE COLLEGE","L.N.M.U.","Bihar","Samastipur","848129","gkpdcollege413@gmail.com","Private","","Not Available","Active"
"22119            		  View Course","KEDAR SANT RAMASHARAY MAHAVIDYALAYA","L.N.M.U.","Bihar","Samastipur","848127","","Private","","Not Available","Active"
"22120            		  View Course","MAHATMA GANDHI COLLEGE","L.N.M.U.","Bihar","Darbhanga","846005","","Private","","Not Available","Active"
"22121            		  View Course","RAM CHARIRTRA SINGH SMARAK COLLEGE","L.N.M.U.","Bihar","Begusarai","851210","helpdeskrcscollegemanjhaul@gmail.com","Private","","Not Available","Active"
"22122            		  View Course","RAM BILASH SINGH COLLEGE","L.N.M.U.","Bihar","Begusarai","851133","","Private","","Not Available","Active"
"22123            		  View Course","AYACHI MITHILA MAHILA COLLEGE","L.N.M.U.","Bihar","Darbhanga","847201","","Private","","Not Available","Active"
"22124            		  View Course","MITHILA MAHILA COLLEGE","L.N.M.U.","Bihar","Darbhanga","846005","","Private","","Not Available","Active"
"22125            		  View Course","SANT KABIR COLLEGE","L.N.M.U.","Bihar","Samastipur","848101","","Private","","Not Available","Active"
"22126            		  View Course","SATI BHARAT COLLEGE","L.N.M.U.","Bihar","Darbhanga","827201","","Private","","Not Available","Active"
"22127            		  View Course","QUAZI AHMAD DEGREE COLLEGE","L.N.M.U.","Bihar","Darbhanga","847302","","Private","","Not Available","Active"
"22128            		  View Course","JANKI DEVI GAURI SHANKAR SARAF DEGREE MAHILA COLLEGE","L.N.M.U.","Bihar","Madhubani","847226","","Private","","Not Available","Active"
"22129            		  View Course","MAHARAJ RAMESHWAR SINGH MITHILA COLLEGE","L.N.M.U.","Bihar","Darbhanga","847101","","Private","","Not Available","Active"
"22130            		  View Course","RAM LAKHAN SINGH RAM SWARUP MANDAL SNATAK MAHAVIDAYALYA","L.N.M.U.","Bihar","Samastipur","848117","rlsrsmspj@gmail.com","Private","","Not Available","Active"
"22131            		  View Course","SATNARAYAN MEHAR ALI RAMCHANDAN CHARAN KARPURI COLLEGE","L.N.M.U.","Bihar","Samastipur","848102","","Private","","Not Available","Active"
"22132            		  View Course","BAHERA COLLEGE BAHERA","L.N.M.U.","Bihar","Darbhanga","847201","","Private","","Not Available","Active"
"22133            		  View Course","MAHANTH NARAYAN DAS COLLEGE","L.N.M.U.","Bihar","Samastipur","848114","mndcollege193@gmail.com","Private","","Not Available","Active"
"22134            		  View Course","SHIVANAND NAND KISHORE MISHRA COLLEGE","L.N.M.U.","Bihar","Madhubani","847231","snkmcollege@gmail.com","Private","","Not Available","Active"
"22135            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) LUCKNOW","Dr. A.P.J. Abdul Kalam Technical University","Uttar Pradesh","Lucknow","226008","WEBADMIN@CIPET.GOV.IN","Government","","Not Available","Active"
"22136            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) HALDIA","Department of Chemicals and PetroChemicals","West Bengal","Purba Medinipur","721657","cipet.haldia@gmail.com","Government","","Not Available","Active"
"22137            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) GUWAHATI","DEPARTMENT OF CHEMICALS AND PETROCHEMICALS","Assam","Kamrup","781101","cipetcstsguwahati@gmail.com","Government","","Not Available","Active"
"22138            		  View Course","PARWATI LAXMI MAHILA MAHAVIDYALAYA","L.N.M.U.","Bihar","Madhubani","847404","","Private","","Not Available","Active"
"22139            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) RAIPUR","DEPARTMENT OF CHEMICALS AND PETROCHEMICALS OR CHHATTISGARH SWAMI VIVEKANAND TECHNICAL UNIVERSITY","Chhattisgarh","Raipur","493221","CIPETRAIPUR@GMAIL.COM","Government","","Not Available","Active"
"22140            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) HAJIPUR","DEPARTMENT OF CHEMICALS AND PETROCHEMICALS","Bihar","Vaishali","844102","hajipur@cipet.gov.in","Government","","Not Available","Active"
"22141            		  View Course","CENTRAL INSTITUTE OF PETROCHEMICALS ENGINEERING AND TECHNOLOGY (INSTITUTE OF PETROCHEMICALS TECHNOLOGY) AHMEDABAD","DEPARTMENT OF CHEMICALS AND PETROCHEMICALS","Gujarat","Ahmedabad","382445","cipetahmd@gmail.com","Government","","Not Available","Active"
"22142            		  View Course","ALL INDIA INSTITUTE OF MEDICAL SCIENCES, NEW DELHI","AUTONOMOUS UNIVERSITY","Delhi","New Delhi","110029","ADMIN@AIIMSPATNA.ORG","Government","","Not Available","Active"
